Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-02-05,23:35:00,BK563431,Success,C2401,Mini,Chandapura,Ulsoor,5.0,11.0,0,,0,,0,,497.0,29.0,4.8,4.5
2025-02-17,13:18:00,BK731935,Cancelled,C7846,Bike,Vasanth Nagar,Doddaballapur,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-22,10:46:00,BK142385,Success,C5245,Mini,Okalipuram,Kormangala 1st Block,6.0,5.0,0,,0,,0,,114.0,27.0,3.7,4.4
2025-02-18,15:57:00,BK894341,Cancelled,C2951,Bike,Jayanagar,Peenya,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-09,21:20:00,BK400961,Cancelled,C8092,Mini,Sree Chowdeshwari Nagar,Banashankari,,,1,Change of plans,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-03,19:52:00,BK824823,Success,C2186,Prime Plus,Kammanahalli,Jakkur,10.0,9.0,0,,0,,0,,221.0,46.0,4.9,4.8
2025-03-02,09:56:00,BK711657,Cancelled,C3821,Prime Plus,Kormangala 1st Block,Vijayanagar,,,1,Change of plans,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-03-02,16:00:00,BK581902,Success,C9046,Bike,Bellandur,Indiranagar,9.0,4.0,0,,0,,0,,375.0,22.0,3.7,3.7
2025-02-12,15:44:00,BK996094,Success,C9421,Mini,Bengaluru East,Kammanahalli,11.0,8.0,0,,0,,0,,116.0,43.0,3.6,3.5
2025-02-05,15:11:00,BK109031,Cancelled,C8835,Prime SUV,Yelahanka New Town,Basavanagudi,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Customer Demand,,,,
2025-03-02,17:02:00,BK286740,Cancelled,C7557,Prime SUV,Hebbal,Basavanagudi,,,1,Driver asked to cancel,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-11,22:03:00,BK908830,Cancelled,C4828,Prime SUV,Okalipuram,Koramangala,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Other Issue,,,,
2025-02-16,16:37:00,BK947577,Cancelled,C8265,Prime Plus,Bangalore Palace,Vijayanagar,,,1,Wrong Address,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-01,06:57:00,BK516950,Cancelled,C1301,Prime SUV,Vasanth Nagar,KR Puram,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-18,05:16:00,BK994044,Cancelled,C3576,Prime SUV,Ulsoor,Bengaluru East,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-09,05:22:00,BK668288,Success,C2762,Prime SUV,Jakkur,Bangalore University,6.0,9.0,0,,0,,0,,245.0,16.0,4.2,4.9
2025-02-14,14:37:00,BK628372,Success,C6809,Mini,MG Road,Indiranagar,3.0,3.0,0,,0,,0,,323.0,41.0,3.7,3.6
2025-02-07,05:37:00,BK877024,Success,C5926,Prime Sedan,Shivajinagar,Frazer Town,4.0,12.0,0,,0,,0,,89.0,41.0,4.5,4.5
2025-02-02,18:06:00,BK242771,Success,C2075,Prime SUV,Bommanahalli,Bangalore Palace,8.0,3.0,0,,0,,0,,408.0,39.0,3.8,4.6
2025-02-27,19:08:00,BK189937,Cancelled,C8667,Prime Sedan,MG Road,Rajajinagar,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-23,03:44:00,BK291902,Success,C8907,Prime Sedan,RT Nagar,Bellandur,11.0,6.0,0,,0,,0,,465.0,26.0,4.0,4.6
2025-02-04,12:44:00,BK633469,Success,C9392,Prime Sedan,Bommanahalli,Bengaluru East,6.0,3.0,0,,0,,0,,141.0,49.0,4.3,4.8
2025-03-01,18:43:00,BK469863,Success,C1547,eBike,Doddaballapur,Hebbal,11.0,10.0,0,,0,,0,,431.0,10.0,4.9,4.6
2025-02-18,22:53:00,BK894403,Success,C6911,Prime Plus,Chandapura,Bangalore University,6.0,6.0,0,,0,,0,,344.0,16.0,4.7,4.9
2025-02-14,23:10:00,BK118452,Success,C5951,Prime Plus,Chikkajala,Jakkur,8.0,12.0,0,,0,,0,,214.0,42.0,3.7,4.8
2025-02-24,10:42:00,BK194809,Cancelled,C2763,Prime Plus,Shivajinagar,Banashankari,,,1,Driver asked to cancel,1,Customer related issue,1,Other Issue,,,,
2025-02-21,14:04:00,BK277605,Success,C4640,eBike,Kormangala 1st Block,Yeshwanthpur,3.0,4.0,0,,0,,0,,416.0,27.0,3.8,4.5
2025-02-11,06:54:00,BK367473,Success,C9657,Auto,Peenya,Indiranagar,12.0,8.0,0,,0,,0,,369.0,27.0,4.4,3.6
2025-02-28,06:41:00,BK637597,Success,C4889,eBike,HSR Layout,Jalahalli,11.0,9.0,0,,0,,0,,183.0,32.0,3.7,4.6
2025-02-01,02:42:00,BK592719,Cancelled,C9687,Mini,Sanjay Nagar,Vijayanagar,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-19,14:14:00,BK960369,Cancelled,C9479,Prime Plus,Yelahanka,Bangalore University,,,1,Wrong Address,1,More than permitted people in there,1,Other Issue,,,,
2025-03-01,04:31:00,BK199753,Cancelled,C6745,Prime SUV,Kormangala 1st Block,CV Raman Nagar,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Other Issue,,,,
2025-02-19,00:23:00,BK683221,Success,C9092,Bike,Sahakaranagar,Whitefield,12.0,8.0,0,,0,,0,,130.0,19.0,4.0,4.9
2025-02-17,01:03:00,BK561636,Success,C8340,Prime Plus,Jakkur,KR Puram,5.0,10.0,0,,0,,0,,175.0,44.0,3.5,4.9
2025-02-03,07:21:00,BK633272,Success,C8056,Prime SUV,Basavanagudi,Vasanth Nagar,8.0,8.0,0,,0,,0,,344.0,44.0,4.3,4.1
2025-02-07,14:44:00,BK335209,Success,C6726,Prime Sedan,Sarakki,Banaswadi,9.0,12.0,0,,0,,0,,359.0,27.0,4.1,3.8
2025-03-02,09:26:00,BK721153,Success,C9695,Prime Sedan,Okalipuram,MG Road,4.0,8.0,0,,0,,0,,230.0,5.0,3.6,4.8
2025-02-04,10:49:00,BK522994,Success,C4922,Bike,Hebbal,Chikkajala,3.0,12.0,0,,0,,0,,108.0,41.0,4.0,4.6
2025-02-08,07:20:00,BK739660,Cancelled,C8238,Auto,MG Road,Bommanahalli,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-03,06:13:00,BK525441,Success,C6731,Prime Sedan,Whitefield,Singasandra,5.0,6.0,0,,0,,0,,473.0,23.0,3.9,4.0
2025-02-03,08:40:00,BK461743,Success,C6972,Bike,Singasandra,Jakkur,3.0,11.0,0,,0,,0,,236.0,6.0,3.8,3.6
2025-02-04,01:17:00,BK266302,Cancelled,C2554,Prime Sedan,Bengaluru East,CV Raman Nagar,,,1,Change of plans,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-12,05:29:00,BK764529,Cancelled,C5309,eBike,Peenya,Kasavanahalli,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-11,02:51:00,BK335034,Cancelled,C2854,Bike,Doddaballapur,Yeshwanthpur,,,1,Change of plans,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-25,18:01:00,BK781644,Cancelled,C4833,Prime Plus,Ramanagara,Jalahalli,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-18,14:54:00,BK721032,Success,C6694,Prime Plus,Rajagopal Nagar,Jayanagar,12.0,8.0,0,,0,,0,,226.0,23.0,3.8,4.8
2025-02-24,13:43:00,BK603005,Success,C3317,Bike,Chandapura,Bommanahalli,7.0,7.0,0,,0,,0,,65.0,37.0,4.1,4.7
2025-02-07,23:24:00,BK709864,Success,C1443,Prime Plus,Sree Chowdeshwari Nagar,Indiranagar,9.0,5.0,0,,0,,0,,417.0,43.0,4.6,4.6
2025-02-21,10:34:00,BK462769,Success,C4254,Prime Plus,Chandapura,Sanjay Nagar,8.0,6.0,0,,0,,0,,438.0,37.0,4.8,4.7
2025-02-05,11:37:00,BK425032,Success,C8694,Auto,Jayanagar,Vijayanagar,3.0,10.0,0,,0,,0,,411.0,46.0,4.9,4.6
2025-02-13,09:58:00,BK315873,Cancelled,C6228,Mini,Doddaballapur,Sarakki,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-02-22,13:08:00,BK834577,Cancelled,C8786,Prime SUV,Jakkur,Yeshwanthpur,,,1,Change of plans,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-19,09:57:00,BK809200,Success,C5911,Auto,KR Puram,Ulsoor,10.0,8.0,0,,0,,0,,447.0,29.0,4.9,4.0
2025-02-27,02:22:00,BK604419,Success,C9676,Bike,Vijayanagar,Chandapura,5.0,3.0,0,,0,,0,,113.0,28.0,4.6,4.2
2025-02-18,00:23:00,BK255818,Cancelled,C5005,Mini,Frazer Town,Jakkur,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-13,11:45:00,BK658331,Success,C6535,Prime Sedan,Okalipuram,Jakkur,3.0,9.0,0,,0,,0,,442.0,29.0,4.6,4.6
2025-02-17,04:40:00,BK123937,Success,C4636,Auto,Kudlu,Yelahanka New Town,4.0,6.0,0,,0,,0,,147.0,47.0,4.0,4.1
2025-02-07,10:15:00,BK937920,Cancelled,C3255,Mini,Bangalore University,Jalahalli,,,1,Wrong Address,1,Customer related issue,1,Customer Demand,,,,
2025-02-25,21:36:00,BK870121,Success,C4515,Prime Sedan,Yelahanka New Town,Basavanagudi,4.0,12.0,0,,0,,0,,126.0,45.0,4.3,4.9
2025-02-17,19:34:00,BK294039,Success,C2729,Prime Plus,Vasanth Nagar,Hebbal,9.0,9.0,0,,0,,0,,458.0,29.0,3.9,4.1
2025-02-03,10:18:00,BK415972,Success,C8408,Bike,Peenya,Singasandra,4.0,4.0,0,,0,,0,,347.0,47.0,4.4,4.9
2025-02-18,13:55:00,BK946799,Success,C7687,Auto,Bangalore East,MG Road,11.0,5.0,0,,0,,0,,195.0,23.0,3.5,4.9
2025-02-17,05:30:00,BK712733,Success,C1434,Mini,Sree Chowdeshwari Nagar,Jalahalli,12.0,8.0,0,,0,,0,,388.0,41.0,5.0,4.6
2025-02-05,17:37:00,BK512527,Success,C8131,eBike,Okalipuram,Bengaluru East,4.0,12.0,0,,0,,0,,306.0,45.0,4.6,3.8
2025-02-02,19:48:00,BK765188,Cancelled,C6378,Bike,Kammanahalli,Sahakaranagar,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-03-01,20:49:00,BK907206,Cancelled,C4364,Auto,Marathahalli,Singasandra,,,1,Driver asked to cancel,1,More than permitted people in there,1,Other Issue,,,,
2025-02-17,20:41:00,BK495717,Cancelled,C1377,Bike,Yeshwanthpur,Kasavanahalli,,,1,Wrong Address,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-12,21:19:00,BK882473,Success,C6501,Bike,Sree Chowdeshwari Nagar,Bengaluru East,5.0,11.0,0,,0,,0,,93.0,34.0,5.0,3.6
2025-02-09,09:30:00,BK364044,Success,C6738,Bike,Bangalore Palace,Bangalore University,4.0,10.0,0,,0,,0,,272.0,21.0,3.6,4.4
2025-02-13,04:25:00,BK714261,Success,C2209,Prime Sedan,Malleshwaram,Sahakaranagar,7.0,5.0,0,,0,,0,,425.0,24.0,4.6,3.6
2025-02-02,10:18:00,BK496590,Success,C5136,Bike,KR Puram,Yelahanka,3.0,10.0,0,,0,,0,,442.0,48.0,4.8,3.9
2025-02-26,05:03:00,BK170771,Success,C5722,Bike,Kasavanahalli,HSR Layout,5.0,10.0,0,,0,,0,,216.0,24.0,4.7,4.8
2025-02-08,00:49:00,BK150735,Success,C2799,Prime Plus,Bangalore East,Frazer Town,12.0,3.0,0,,0,,0,,477.0,7.0,4.4,4.2
2025-02-24,19:21:00,BK421712,Cancelled,C5903,Prime SUV,Chandapura,KR Puram,,,1,Change of plans,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-07,10:18:00,BK933033,Success,C4514,Prime SUV,Sanjay Nagar,Malleshwaram,11.0,8.0,0,,0,,0,,197.0,25.0,4.2,4.6
2025-02-22,04:38:00,BK341518,Success,C5806,Bike,Sree Chowdeshwari Nagar,Bangalore Palace,12.0,5.0,0,,0,,0,,169.0,24.0,4.4,4.9
2025-02-27,18:15:00,BK221593,Success,C3255,eBike,RT Nagar,Chikkajala,3.0,11.0,0,,0,,0,,130.0,16.0,4.0,4.1
2025-02-07,01:14:00,BK186326,Success,C7705,Auto,Bangalore East,Jayanagar,9.0,10.0,0,,0,,0,,429.0,47.0,4.9,4.6
2025-02-05,02:50:00,BK311893,Cancelled,C2512,Mini,Jayanagar,RT Nagar,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-03,23:41:00,BK320422,Cancelled,C7770,Prime SUV,Sahakaranagar,Marathahalli,,,1,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-10,05:24:00,BK492012,Cancelled,C2401,Bike,Ulsoor,MG Road,,,1,Driver asked to cancel,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-04,20:35:00,BK433502,Cancelled,C2246,Prime SUV,CV Raman Nagar,Peenya,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Customer Demand,,,,
2025-02-05,14:34:00,BK626544,Cancelled,C1618,eBike,Peenya,Sahakaranagar,,,1,Change of plans,1,Customer related issue,1,Customer Demand,,,,
2025-02-19,16:22:00,BK709026,Cancelled,C8160,Prime Sedan,Kudlu,Doddaballapur,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-22,11:47:00,BK866579,Success,C7816,Mini,Chikkajala,Ramanagara,4.0,9.0,0,,0,,0,,380.0,14.0,4.8,4.7
2025-02-11,19:17:00,BK784354,Cancelled,C9071,Prime Plus,Bengaluru East,KR Puram,,,1,Driver is not moving towards pickup location,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-11,13:10:00,BK478086,Cancelled,C1400,Mini,Yelahanka New Town,Marathahalli,,,1,Wrong Address,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-18,01:50:00,BK917540,Success,C8470,Prime Sedan,Sarakki,Ulsoor,6.0,3.0,0,,0,,0,,404.0,13.0,4.4,4.2
2025-02-21,11:13:00,BK166532,Cancelled,C4711,Bike,Bangalore Palace,Chandapura,,,1,Change of plans,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-21,11:30:00,BK405542,Cancelled,C1279,Prime Sedan,Bellandur,Sahakaranagar,,,1,Driver asked to cancel,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-26,12:14:00,BK164087,Success,C6647,Auto,MG Road,Koramangala,11.0,3.0,0,,0,,0,,323.0,22.0,4.0,3.9
2025-02-28,09:34:00,BK576181,Success,C5799,Prime Plus,Sree Chowdeshwari Nagar,Whitefield,11.0,10.0,0,,0,,0,,133.0,48.0,4.0,4.6
2025-02-11,13:08:00,BK391115,Cancelled,C9653,eBike,Rajajinagar,HSR Layout,,,1,Wrong Address,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-22,05:23:00,BK256713,Success,C9424,Bike,Bellandur,Koramangala,4.0,4.0,0,,0,,0,,463.0,28.0,4.3,4.0
2025-02-04,16:44:00,BK909915,Cancelled,C3729,eBike,Raghavendra Colony,Bangalore University,,,1,Driver is not moving towards pickup location,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-26,07:06:00,BK160154,Success,C6722,Auto,Bengaluru East,MG Road,8.0,6.0,0,,0,,0,,354.0,25.0,4.8,4.9
2025-02-26,02:52:00,BK951295,Cancelled,C9983,Prime Sedan,Vijayanagar,MG Road,,,1,Change of plans,1,Personal & Car related issues,1,Customer Demand,,,,
2025-03-02,22:47:00,BK972739,Cancelled,C1128,eBike,Rajajinagar,Bommanahalli,,,1,Wrong Address,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-03-01,16:01:00,BK937223,Success,C5045,Prime Sedan,Frazer Town,Hebbal,10.0,4.0,0,,0,,0,,417.0,19.0,3.9,4.2
2025-02-16,08:31:00,BK232750,Success,C8038,Prime Plus,Bangalore Palace,KR Puram,6.0,11.0,0,,0,,0,,168.0,10.0,4.3,4.3
2025-03-01,18:13:00,BK992899,Success,C7231,eBike,Frazer Town,Jakkur,12.0,9.0,0,,0,,0,,493.0,16.0,3.8,3.8
2025-02-28,15:13:00,BK662385,Success,C5557,Prime SUV,Kundalahalli,Jayanagar,12.0,12.0,0,,0,,0,,334.0,19.0,4.6,4.1
2025-02-17,11:39:00,BK218651,Success,C4475,Prime Plus,Vasanth Nagar,Kengeri,7.0,9.0,0,,0,,0,,315.0,5.0,3.9,3.5
2025-02-02,19:27:00,BK426204,Success,C3412,Prime SUV,Ulsoor,Doddaballapur,5.0,3.0,0,,0,,0,,176.0,49.0,4.9,4.9
2025-02-11,13:38:00,BK710800,Success,C3066,Prime Plus,Marathahalli,Vijayanagar,8.0,11.0,0,,0,,0,,316.0,5.0,4.9,4.5
2025-02-17,18:46:00,BK619684,Success,C6780,Auto,Hebbal,Sarakki,6.0,12.0,0,,0,,0,,280.0,6.0,5.0,3.7
2025-02-03,13:02:00,BK958174,Success,C5715,Bike,Banaswadi,Kasavanahalli,12.0,7.0,0,,0,,0,,236.0,33.0,3.7,4.1
2025-02-14,00:04:00,BK559708,Cancelled,C1835,Prime Sedan,Bangalore Palace,Yelahanka,,,1,Change of plans,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-03,17:58:00,BK438907,Success,C9434,eBike,Yeshwanthpur,Okalipuram,7.0,7.0,0,,0,,0,,416.0,17.0,3.9,4.3
2025-02-06,12:01:00,BK492523,Cancelled,C2444,Bike,Bangalore University,Kasavanahalli,,,1,Wrong Address,1,Customer related issue,1,Other Issue,,,,
2025-02-22,15:35:00,BK897347,Cancelled,C5593,Bike,Koramangala,Okalipuram,,,1,Change of plans,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-12,07:43:00,BK409637,Success,C3304,eBike,Malleshwaram,Hebbal,12.0,3.0,0,,0,,0,,481.0,22.0,4.6,4.5
2025-02-08,08:06:00,BK941813,Success,C7491,Mini,Yeshwanthpur,Indiranagar,8.0,10.0,0,,0,,0,,178.0,49.0,3.9,4.4
2025-02-11,02:06:00,BK335012,Success,C4541,Bike,KR Puram,Bangalore East,6.0,12.0,0,,0,,0,,261.0,25.0,4.2,3.7
2025-02-02,00:37:00,BK981313,Success,C7842,Prime Sedan,Rajajinagar,Frazer Town,3.0,12.0,0,,0,,0,,442.0,34.0,4.7,3.9
2025-02-14,23:33:00,BK799603,Cancelled,C2169,Prime Sedan,Chikkajala,Jalahalli,,,1,Wrong Address,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-28,20:41:00,BK762869,Success,C6612,Prime Plus,Bangalore Palace,Vijayanagar,5.0,4.0,0,,0,,0,,424.0,20.0,4.5,4.6
2025-02-19,01:54:00,BK439625,Cancelled,C4173,Auto,Sahakaranagar,Ulsoor,,,1,Change of plans,1,Customer related issue,1,Customer Demand,,,,
2025-03-02,20:56:00,BK797845,Cancelled,C9866,Prime SUV,Kundalahalli,Marathahalli,,,1,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-28,11:51:00,BK991892,Success,C8673,Prime Sedan,Vijayanagar,Ulsoor,7.0,5.0,0,,0,,0,,98.0,50.0,4.6,4.9
2025-02-22,02:35:00,BK316749,Cancelled,C5588,Prime SUV,Bengaluru East,Bannergatta,,,1,Driver is not moving towards pickup location,1,Customer related issue,1,Customer Demand,,,,
2025-02-12,08:58:00,BK141809,Success,C5652,Prime SUV,Whitefield,Chandapura,5.0,10.0,0,,0,,0,,407.0,13.0,4.4,4.7
2025-02-18,00:53:00,BK151747,Success,C5313,Mini,Jakkur,Banaswadi,4.0,9.0,0,,0,,0,,319.0,9.0,3.8,3.6
2025-02-12,17:58:00,BK750143,Success,C8590,Prime Sedan,MG Road,Kormangala 1st Block,11.0,9.0,0,,0,,0,,342.0,9.0,4.2,3.8
2025-02-18,05:35:00,BK342509,Success,C2961,Bike,Bannergatta,Sree Chowdeshwari Nagar,5.0,11.0,0,,0,,0,,113.0,6.0,3.9,3.8
2025-02-25,21:34:00,BK704539,Success,C2997,eBike,Kengeri,Bommanahalli,9.0,10.0,0,,0,,0,,235.0,32.0,4.5,3.9
2025-02-21,23:34:00,BK521896,Success,C2941,Auto,Banaswadi,Vijayanagar,11.0,12.0,0,,0,,0,,481.0,25.0,4.3,3.6
2025-02-08,05:48:00,BK883946,Success,C5866,Prime Plus,Ulsoor,Sree Chowdeshwari Nagar,8.0,6.0,0,,0,,0,,399.0,9.0,4.1,4.1
2025-02-05,08:07:00,BK103682,Cancelled,C1771,Mini,Kammanahalli,Rajagopal Nagar,,,1,Wrong Address,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-10,05:33:00,BK321550,Cancelled,C2090,Auto,Okalipuram,Frazer Town,,,1,Change of plans,1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-24,20:23:00,BK751896,Success,C2991,Mini,Banaswadi,Sree Chowdeshwari Nagar,4.0,5.0,0,,0,,0,,190.0,42.0,4.6,4.9
2025-02-04,13:48:00,BK709427,Success,C4065,Mini,Kormangala 1st Block,Bangalore East,5.0,3.0,0,,0,,0,,488.0,25.0,3.6,3.8
2025-02-06,20:14:00,BK441950,Cancelled,C1707,Prime Plus,Bellandur,Banaswadi,,,1,Change of plans,1,Customer related issue,1,Other Issue,,,,
2025-02-01,20:21:00,BK416522,Cancelled,C1162,Prime Plus,Kammanahalli,Jalahalli,,,1,Change of plans,1,Personal & Car related issues,1,Vehicle Breakdown,,,,
2025-02-18,01:17:00,BK836712,Success,C2658,Mini,Raghavendra Colony,Kengeri,10.0,5.0,0,,0,,0,,300.0,8.0,3.9,4.5
2025-02-28,07:33:00,BK551793,Success,C1569,Prime Sedan,Raghavendra Colony,RT Nagar,8.0,10.0,0,,0,,0,,358.0,16.0,3.6,4.1
2025-02-03,08:52:00,BK784876,Cancelled,C2114,Mini,Bangalore East,Indiranagar,,,1,Driver asked to cancel,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-10,11:00:00,BK783743,Success,C7864,Mini,Banaswadi,Jayanagar,12.0,4.0,0,,0,,0,,285.0,50.0,4.3,4.4
2025-03-01,12:11:00,BK213340,Success,C7367,Auto,Bangalore University,Bangalore East,8.0,7.0,0,,0,,0,,489.0,42.0,4.2,4.3
2025-02-24,20:10:00,BK257429,Cancelled,C8543,Bike,Doddaballapur,Bangalore Palace,,,1,Driver asked to cancel,1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-15,01:06:00,BK782904,Success,C7235,Prime SUV,Bengaluru East,Yelahanka,8.0,11.0,0,,0,,0,,472.0,41.0,3.9,3.6
2025-02-17,09:02:00,BK385269,Cancelled,C6372,Prime Plus,Sahakaranagar,Jalahalli,,,1,Change of plans,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-07,18:31:00,BK332430,Success,C4714,Prime Plus,Chandapura,Singasandra,5.0,11.0,0,,0,,0,,434.0,46.0,3.5,4.3
2025-02-15,21:04:00,BK797806,Cancelled,C7456,Prime Sedan,Chandapura,Kammanahalli,,,1,Wrong Address,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-22,18:43:00,BK251527,Success,C2269,Prime Plus,Malleshwaram,Singasandra,12.0,12.0,0,,0,,0,,439.0,18.0,4.7,4.2
2025-02-20,03:41:00,BK553886,Cancelled,C9064,Prime SUV,Banaswadi,Bannergatta,,,1,Change of plans,1,More than permitted people in there,1,Vehicle Breakdown,,,,
2025-02-22,21:52:00,BK934499,Success,C8968,Prime Plus,Sanjay Nagar,Doddaballapur,3.0,6.0,0,,0,,0,,465.0,41.0,4.5,4.6
2025-03-02,22:42:00,BK496944,Cancelled,C3926,Mini,Peenya,Kasavanahalli,,,1,AC is not working (Only for 4-wheelers),1,Customer related issue,1,Vehicle Breakdown,,,,
2025-02-02,17:41:00,BK693048,Success,C3616,Prime Sedan,CV Raman Nagar,Kudlu,12.0,5.0,0,,0,,0,,355.0,12.0,4.1,5.0
2025-02-25,01:35:00,BK253447,Success,C7086,Prime Sedan,Kasavanahalli,Bannergatta,12.0,7.0,0,,0,,0,,402.0,10.0,3.5,4.5
2025-02-18,05:49:00,BK296469,Cancelled,C1641,Prime Sedan,Whitefield,Raghavendra Colony,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-06,09:44:00,BK977760,Cancelled,C3598,Prime Plus,KR Puram,Kudlu,,,1,AC is not working (Only for 4-wheelers),1,Personal & Car related issues,1,Other Issue,,,,
2025-03-02,07:23:00,BK954722,Success,C9170,Prime Plus,Kasavanahalli,Indiranagar,3.0,11.0,0,,0,,0,,153.0,22.0,4.7,4.8
2025-02-12,07:43:00,BK624958,Success,C8829,Bike,Bengaluru East,Bangalore Palace,3.0,10.0,0,,0,,0,,455.0,41.0,4.3,3.6
2025-02-11,17:47:00,BK520754,Cancelled,C7290,Bike,Frazer Town,CV Raman Nagar,,,1,Change of plans,1,Personal & Car related issues,1,Other Issue,,,,
2025-02-02,02:01:00,BK396558,Success,C1556,Mini,Rajagopal Nagar,Sahakaranagar,9.0,12.0,0,,0,,0,,325.0,31.0,4.0,3.5
2025-02-21,03:12:00,BK186925,Cancelled,C8212,Mini,Raghavendra Colony,RT Nagar,,,1,Wrong Address,1,The customer was coughing/sick,1,Vehicle Breakdown,,,,
2025-02-03,13:04:00,BK418921,Success,C5770,Prime Plus,Bengaluru East,Singasandra,9.0,12.0,0,,0,,0,,310.0,32.0,3.9,4.5
2025-02-20,18:43:00,BK358610,Cancelled,C3031,Prime SUV,Chikkajala,Marathahalli,,,1,AC is not working (Only for 4-wheelers),1,The customer was coughing/sick,1,Other Issue,,,,
2025-02-14,00:30:00,BK454113,Success,C7824,Bike,Ulsoor,Bommanahalli,6.0,9.0,0,,0,,0,,328.0,47.0,3.7,4.9
2025-02-19,04:21:00,BK546644,Cancelled,C8180,Auto,Kundalahalli,Yeshwanthpur,,,1,Driver is not moving towards pickup location,1,The customer was coughing/sick,1,Customer Demand,,,,
2025-02-02,01:36:00,BK666305,Success,C3047,Prime SUV,Frazer Town,CV Raman Nagar,10.0,9.0,0,,0,,0,,178.0,33.0,4.3,4.8
2025-02-19,13:17:00,BK187911,Success,C4606,Bike,Bengaluru East,Kudlu,5.0,3.0,0,,0,,0,,409.0,44.0,3.9,3.7
2025-02-21,16:26:00,BK226417,Success,C3145,eBike,Indiranagar,KR Puram,4.0,3.0,0,,0,,0,,198.0,5.0,4.1,4.3
2025-02-05,15:05:00,BK494939,Success,C3975,Auto,HSR Layout,Okalipuram,3.0,8.0,0,,0,,0,,249.0,12.0,3.8,3.6
2025-02-18,15:20:00,BK820509,Cancelled,C2970,Prime Plus,Indiranagar,Bellandur,,,1,Wrong Address,1,Personal & Car related issues,1,Customer Demand,,,,
2025-02-25,22:16:00,BK849618,Success,C8212,Prime SUV,Chikkajala,HSR Layout,12.0,5.0,0,,0,,0,,190.0,41.0,3.8,4.9
